source,mlbam_id,fg_id,player_name,team,dynasty_rank,dynasty_tier,position_group,source_rank,fallback_rank,rank_method,notes
workspace-baseline-2026,687084,,Joshua Mears,SD,3302,Tier 6,RF,,3273,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,679734,,Julio Carreras,COL,3303,Tier 6,3B,,3274,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808166,,Junior Aybar,BAL,3304,Tier 6,2B,,3275,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687628,,Justin Boyd,CLE,3305,Tier 6,RF,,3276,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676667,,Justin Connell,MIN,3306,Tier 6,OF,,3277,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,805332,,Justin Janas,ATL,3307,Tier 6,1B,,3278,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801076,,Justin Wishkoski,SF,3308,Tier 6,3B,,3279,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807746,,Kade Kern,ATL,3309,Tier 6,OF,,3280,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687625,,Kai Murphy,SD,3310,Tier 6,OF,,3281,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,805956,,Kai Roberts,SD,3311,Tier 6,OF,,3282,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,805704,,Keaton Anthony,PHI,3312,Tier 6,OF,,3283,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687005,,Kellen Strahm,TEX,3313,Tier 6,RF,,3284,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,822624,,Kevin Fitzer,COL,3314,Tier 6,1B,,3285,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,681184,,Kevin Graham,AZ,3315,Tier 6,OF,,3286,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687201,,Kevin Kilpatrick Jr.,ATL,3316,Tier 6,OF,,3287,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,670867,,Kevin Maitan,MIN,3317,Tier 6,3B,,3288,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,691726,,Kevin Sim,AZ,3318,Tier 6,3B,,3289,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687340,,Kiko Romero,NYY,3319,Tier 6,1B,,3290,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682210,,Kody Hoese,LAD,3320,Tier 6,3B,,3291,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815259,,Kolby Johnson,BOS,3321,Tier 6,OF,,3292,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801887,,Kole Myers,LAD,3322,Tier 6,OF,,3293,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680690,,Korey Holland,LAA,3323,Tier 6,OF,,3294,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680740,,Kyle Hess,MIN,3324,Tier 6,OF,,3295,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,693819,,Kyle Nevin,LAD,3325,Tier 6,OF,,3296,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,681488,,Logan Cerny,HOU,3326,Tier 6,CF,,3297,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682728,,Luis Chevalier,CIN,3327,Tier 6,3B,,3298,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821139,,Luis De La Cruz,CLE,3328,Tier 6,2B,,3299,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,672635,,Luis Mieses,TEX,3329,Tier 6,OF,,3300,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,677605,,Luis Verdugo,PHI,3330,Tier 6,3B,,3301,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,688780,,Luke Gold,DET,3331,Tier 6,3B,,3302,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680996,,Luke Mann,ATH,3332,Tier 6,3B,,3303,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,688509,,Lyle Miller-Green,CWS,3333,Tier 6,TWP,,3304,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,690991,,Mac Horvath,TB,3334,Tier 6,3B,,3305,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,806368,,Maddux Houghton,MIN,3335,Tier 6,OF,,3306,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682650,,Malcom Nuñez,PIT,3336,Tier 6,1B,,3307,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,686984,,Marcus Lee Sang,PHI,3337,Tier 6,CF,,3308,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687526,,Marcus Smith,TEX,3338,Tier 6,CF,,3309,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,696501,,Mark Coley II,MIA,3339,Tier 6,OF,,3310,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687020,,Mason Auer,TB,3340,Tier 6,OF,,3311,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,809860,,Mason Lytle,HOU,3341,Tier 6,OF,,3312,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,671925,,Matt Coutney,LAA,3342,Tier 6,1B,,3313,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,670208,,Matt Fraizer,PIT,3343,Tier 6,CF,,3314,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,685301,,Matt Gorski,PIT,3344,Tier 6,1B,,3315,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,696487,,Matt Higgins,SF,3345,Tier 6,OF,,3316,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,681375,,Matt Hogan,CWS,3346,Tier 6,OF,,3317,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,689822,,Matt Rudick,NYM,3347,Tier 6,OF,,3318,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814411,,Matt Scannell,TOR,3348,Tier 6,OF,,3319,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694484,,Max Wagner,BAL,3349,Tier 6,3B,,3320,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,678093,,Micah McDowell,MIA,3350,Tier 6,OF,,3321,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687588,,Micah Pries,CLE,3351,Tier 6,1B,,3322,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,688617,,Michael Snyder,MIA,3352,Tier 6,3B,,3323,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820962,,Michell Ojeda,PIT,3353,Tier 6,2B,,3324,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,690443,,Mike Antico,STL,3354,Tier 6,OF,,3325,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815097,,Mikey Kane,CWS,3355,Tier 6,3B,,3326,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683529,,Milkar Perez,SEA,3356,Tier 6,3B,,3327,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,664332,,Moisés Gómez,SD,3357,Tier 6,OF,,3328,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,693822,,Murphy Stehly,WSH,3358,Tier 6,3B,,3329,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820938,,Nayerich Waterfort,CIN,3359,Tier 6,2B,,3330,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683481,,Nerwilian Cedeño,SD,3360,Tier 6,3B,,3331,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680994,,Nick Biddison,LAD,3361,Tier 6,RF,,3332,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,700681,,Nick Lorusso,NYM,3362,Tier 6,3B,,3333,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,674951,,Nick Podkul,CWS,3363,Tier 6,1B,,3334,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,678010,,Nick Schnell,WSH,3364,Tier 6,RF,,3335,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,702331,,Noah Mendlinger,STL,3365,Tier 6,3B,,3336,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,671956,,Noah Myers,TB,3366,Tier 6,OF,,3337,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701324,,Oliver Carrillo,HOU,3367,Tier 6,LF,,3338,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,684519,,Omar De Los Santos,NYM,3368,Tier 6,OF,,3339,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,678636,,Orlando Martinez,HOU,3369,Tier 6,OF,,3340,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808157,,Oswaldo Patino,LAA,3370,Tier 6,2B,,3341,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680713,,P.J. Hilson,PIT,3371,Tier 6,OF,,3342,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,685091,,Parker Chavers,CHC,3372,Tier 6,OF,,3343,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815268,,Patrick Lee,DET,3373,Tier 6,OF,,3344,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,805268,,Peyton Williams,TOR,3374,Tier 6,1B,,3345,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,689651,,Phillip Sikes,BOS,3375,Tier 6,OF,,3346,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680810,,Quincy Hamilton,HOU,3376,Tier 6,OF,,3347,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,678742,,Rainer Nunez,TOR,3377,Tier 6,1B,,3348,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821697,,Reyli Mariano,LAD,3378,Tier 6,2B,,3349,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683616,,Rodolfo Nolasco,SF,3379,Tier 6,LF,,3350,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,686438,,Rubel Cespedes,MIN,3380,Tier 6,3B,,3351,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,702140,,Ruben Ibarra,CIN,3381,Tier 6,1B,,3352,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,690804,,Ryan Nicholson,LAA,3382,Tier 6,1B,,3353,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801698,,Ryan Wilson,SD,3383,Tier 6,OF,,3354,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814528,,Sam Kulasingam,KC,3384,Tier 6,3B,,3355,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,695586,,Sam Ruta,KC,3385,Tier 6,3B,,3356,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,686445,,Sammy Siani,PIT,3386,Tier 6,CF,,3357,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814154,,Scott Bandura,SF,3387,Tier 6,OF,,3358,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,808151,,Sebastián De Los Santos,CLE,3388,Tier 6,2B,,3359,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,700931,,Seth Stephenson,DET,3389,Tier 6,OF,,3360,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687071,,Shane Sasaki,MIA,3390,Tier 6,CF,,3361,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676038,,Skyler Messinger,COL,3391,Tier 6,3B,,3362,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800685,,Sonny DiChiara,LAA,3392,Tier 6,1B,,3363,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,811289,,Spencer Nivens,KC,3393,Tier 6,OF,,3364,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,689070,,Spencer Packard,SEA,3394,Tier 6,OF,,3365,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,812442,,Stephen Hrustich,DET,3395,Tier 6,OF,,3366,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,688500,,Stephen Paolini,ATL,3396,Tier 6,CF,,3367,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,679663,,Stephen Scott,DET,3397,Tier 6,OF,,3368,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821161,,Steven Cruz,CLE,3398,Tier 6,2B,,3369,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,690996,,T.J. McCants,CWS,3399,Tier 6,OF,,3370,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,672013,,T.J. Schofield-Sam,ATH,3400,Tier 6,3B,,3371,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,688449,,TT Bowens,BAL,3401,Tier 6,1B,,3372,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694444,,Tavian Josenberger,BAL,3402,Tier 6,OF,,3373,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687012,,Tayler Aguilar,COL,3403,Tier 6,OF,,3374,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,669233,,Tony Bullard,MIA,3404,Tier 6,3B,,3375,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,688875,,Trace Willhoite,NYM,3405,Tier 6,3B,,3376,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,802469,,Travis Honeyman,STL,3406,Tier 6,OF,,3377,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680552,,Travis Swaggerty,NYM,3407,Tier 6,LF,,3378,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827636,,Trent Youngblood,AZ,3408,Tier 6,OF,,3379,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687206,,Tres Gonzalez,PIT,3409,Tier 6,OF,,3380,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,685392,,Trevor Boone,COL,3410,Tier 6,OF,,3381,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687731,,Trevor Werner,KC,3411,Tier 6,OF,,3382,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,813852,,Trey Paige,STL,3412,Tier 6,3B,,3383,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,663536,,Tristin English,AZ,3413,Tier 6,OF,,3384,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687285,,Troy Schreffler Jr.,NYM,3414,Tier 6,LF,,3385,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814491,,Tucker Musgrove,SD,3415,Tier 6,TWP,,3386,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,806367,,Turner Hill,SF,3416,Tier 6,OF,,3387,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,681427,,Tyler Baca,WSH,3417,Tier 6,OF,,3388,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676280,,Tyler Dearden,MIN,3418,Tier 6,LF,,3389,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676205,,Tyler Hardman,NYY,3419,Tier 6,1B,,3390,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682011,,Tyler Miller,BOS,3420,Tier 6,3B,,3391,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,805234,,Tyler Robertson,SD,3421,Tier 6,OF,,3392,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,673901,,Vaun Brown,SF,3422,Tier 6,OF,,3393,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,836043,,Victor Aguirre,COL,3423,Tier 6,2B,,3394,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,700032,,Victor Labrada,SEA,3424,Tier 6,CF,,3395,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,690956,,Werner Blakely,SEA,3425,Tier 6,OF,,3396,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682265,,Wes Clarke,MIL,3426,Tier 6,1B,,3397,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683770,,Will Robertson,CWS,3427,Tier 6,LF,,3398,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687310,,Will Simpson,TB,3428,Tier 6,1B,,3399,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,703813,,Wooyeoul Shin,TB,3429,Tier 6,1B,,3400,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814809,,Wyatt Henseler,WSH,3430,Tier 6,3B,,3401,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694070,,Yhoswar Garcia,MIL,3431,Tier 6,CF,,3402,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820969,,Yordani Martinez,MIA,3432,Tier 6,2B,,3403,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,679938,,Yoyner Fajardo,SEA,3433,Tier 6,OF,,3404,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694808,,Zach Kokoska,COL,3434,Tier 6,OF,,3405,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,804241,,Zach Levenson,STL,3435,Tier 6,OF,,3406,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680518,,Zavier Warren,MIL,3436,Tier 6,1B,,3407,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,642215,,Weston Wilson,PHI,3437,Tier 6,2B,,3408,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,657756,,Connor Seabold,DET,3438,Tier 6,SP,,3409,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682765,,Albert Feliz,BOS,3439,Tier 6,OF,,3410,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821246,,Alejandro Blasco,CLE,3440,Tier 6,2B,,3411,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682643,,Alexander Ramirez,LAA,3441,Tier 6,OF,,3412,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692562,,Alexis Hernandez,TOR,3442,Tier 6,LF,,3413,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814429,,Andrew Patrick,PIT,3443,Tier 6,OF,,3414,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692489,,Angel Del Rosario,MIN,3444,Tier 6,LF,,3415,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,834962,,Anthony DePino,CWS,3445,Tier 6,3B,,3416,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,803174,,Anthony Stephan,CIN,3446,Tier 6,OF,,3417,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694318,,Austin St. Laurent,MOD,3447,Tier 6,3B,,3418,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,695603,,Benny Montgomery,COL,3448,Tier 6,OF,,3419,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701771,,Billy Amick,MIN,3449,Tier 6,3B,,3420,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815589,,Bo Davidson,SF,3450,Tier 6,OF,,3421,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701520,,Bobby Blandford,ATH,3451,Tier 6,OF,,3422,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,803067,,Brady Marget,TB,3452,Tier 6,1B,,3423,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683454,,Brayan Buelvas,ATH,3453,Tier 6,CF,,3424,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800957,,Brendan Jones,NYY,3454,Tier 6,CF,,3425,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801629,,Cade McGee,STL,3455,Tier 6,3B,,3426,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,803131,,Camden Troyer,NYY,3456,Tier 6,OF,,3427,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692039,,Carlos Jimenez,MOD,3457,Tier 6,CF,,3428,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815150,,Carter Frederick,KC,3458,Tier 6,OF,,3429,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701296,,Carter Mathison,PHI,3459,Tier 6,OF,,3430,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,695517,,Casey Cook,TEX,3460,Tier 6,OF,,3431,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694481,,Cesar Franco,ATH,3461,Tier 6,OF,,3432,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,833066,,Cesar Garcia,MIA,3462,Tier 6,2B,,3433,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692364,,Cesar Quintas,MOD,3463,Tier 6,OF,,3434,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,813842,,Chase Call,HOU,3464,Tier 6,OF,,3435,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820943,,Danny Cancro,COL,3465,Tier 6,2B,,3436,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683341,,David Calabrese,LAA,3466,Tier 6,OF,,3437,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682679,,Dayan Frias,CLE,3467,Tier 6,3B,,3438,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801957,,Dub Gleed,MIA,3468,Tier 6,3B,,3439,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
